uid,startTime,aqara_chair,aqara_cleaner,aqara_door,aqara_fridge,aqara_microwave,aqara_motion,aqara_tv,aqara_washer,aqara_brightness_mean,aqara_brightness_min,aqara_brightness_max,aqara_air_pressure_mean,aqara_air_pressure_min,aqara_air_pressure_max,aqara_temperature_mean,aqara_temperature_min,aqara_temperature_max,aqara_humidity_mean,aqara_humidity_min,aqara_humidity_max
3.0,1685878311467.0,27,3,,1,,62,,,152.112698,0.0,352.0,100997.395833,100900.0,101070.0,2707.84375,2445.0,2868.0,5958.192308,5706.0,6175.0
11.0,1685984161113.0,,,11,2,4,113,,,139.243006,0.0,274.0,100974.130435,100900.0,101110.0,2964.5,2932.0,2986.0,4922.25,4544.0,5667.0
17.0,1686132196375.0,7,,3,,,76,2.37,,54.571429,41.0,58.0,100600.0,100500.0,100700.0,3066.0,3059.0,3073.0,,,
1.0,1686368236004.0,,,,,,,,,,,,,,,,,,,,
15.0,1683720728912.0,,,,,,,,,,,,,,,,,,,,
8.0,1684180468572.0,17,,,,,25,,,80.530612,18.0,266.0,100066.363636,99900.0,100280.0,2407.392857,2350.0,2432.0,5306.0,5162.0,5570.0
7.0,1684325356740.0,1,,2,,,23,8.209999999999999,,52.303571,0.0,339.0,101151.491228,101100.0,101250.0,2582.785714,2551.0,2606.0,7495.0,7344.0,7580.0
11.0,1684503887108.0,,,6,,,,,,112.105787,0.0,302.0,100730.196078,100600.0,100860.0,2711.863636,2658.0,2741.0,5370.136364,5167.0,5804.0
19.0,1684565029619.0,9,,2,9,3,,112.84,,107.263558,0.0,265.0,100938.796296,100800.0,101070.0,2572.4,2514.0,2642.0,7113.4375,6381.0,7626.0
9.0,1685229559298.0,33,,2,5,,114,,,42.961678,2.0,243.0,101376.842105,101290.0,101620.0,2550.607143,2494.0,2582.0,6656.384615,6509.0,6925.0
9.0,1685454961964.0,4,,1,,,107,,,26.886561,0.0,65.0,100853.627451,100800.0,100930.0,2506.615385,2490.0,2517.0,7445.785714,7305.0,7782.0
20.0,1685868479840.0,,,2,,,,,,86.04359,0.0,171.0,100696.25,100600.0,100790.0,2577.9375,2538.0,2649.0,4941.538462,4401.0,5292.0
17.0,1686147991300.0,7,,3,,,76,2.37,,54.571429,41.0,58.0,100600.0,100500.0,100700.0,3066.0,3059.0,3073.0,,,
1.0,1686322650305.0,4,,,6,2,,64.28,,8.325926,0.0,37.0,99862.555556,99800.0,99980.0,2698.1,2654.0,2764.0,5991.4,5836.0,6184.0
7.0,1684078436851.0,5,,2,2,2,90,8.200000000000001,3,200.59881,0.0,333.0,100598.947368,100500.0,100740.0,2496.192308,2469.0,2520.0,7749.615385,7678.0,7843.0
11.0,1684167129004.0,,7,12,,2,,0.0,,170.476616,35.0,373.0,100691.416667,100500.0,100980.0,2715.422222,2579.0,2802.0,4757.884615,4407.0,5600.0
10.0,1684397983791.0,,,,,,,,,169.5,168.0,173.0,100902.763158,100800.0,101000.0,2473.535714,2463.0,2501.0,5658.821429,5165.0,5835.0
3.0,1684856910837.0,4,,,,,3,,,46.790351,0.0,187.0,100901.25,100700.0,101210.0,2751.076923,2693.0,2830.0,6260.230769,6134.0,6486.0
14.0,1686311292174.0,2,5,,,,54,10.98,,86.755952,0.0,354.0,100260.595238,100200.0,100380.0,2919.4,2870.0,2934.0,5494.3,5380.0,5569.0
19.0,1686389113360.0,,,,,,,,,,,,,,,,,,,,
11.0,1684237648090.0,,,2,,,,,,109.349359,4.0,252.0,101006.984127,100900.0,101130.0,2730.653846,2700.0,2761.0,5408.884615,5116.0,5862.0
9.0,1684504610073.0,2,3,2,,,30,,,11.068376,0.0,42.0,100580.119048,100480.0,100720.0,2490.333333,2468.0,2514.0,5523.333333,5486.0,5559.0
14.0,1684596704857.0,34,,,,,60,35.25999999999999,,71.724444,5.0,316.0,100955.909091,100800.0,101200.0,2751.769231,2700.0,2769.0,5454.153846,5236.0,5506.0
17.0,1685980603702.0,13,1,2,4,,74,2.550000000000001,,42.251471,4.0,99.0,100758.166667,100700.0,100880.0,2984.766667,2928.0,3096.0,4649.678571,4334.0,5311.0
1.0,1686319743650.0,4,,,6,2,,64.28,,8.325926,0.0,37.0,99862.555556,99800.0,99980.0,2698.1,2654.0,2764.0,5991.4,5836.0,6184.0
3.0,1686561057881.0,,,,,,,,,,,,,,,,,,,,
15.0,1684081031227.0,40,4,1,,,147,43.56999999999999,,82.507543,3.0,217.0,100734.318182,100600.0,100900.0,2641.7,2551.0,2745.0,4664.928571,4465.0,5427.0
20.0,1684138134025.0,12,,,3,,,,,79.166667,0.0,177.0,100471.825397,100300.0,100580.0,2359.192308,2318.0,2439.0,4872.307692,4419.0,5122.0
9.0,1684326712528.0,1,,1,,,21,,,20.4375,0.0,46.0,101127.850877,101000.0,101200.0,2489.692308,2461.0,2503.0,5351.142857,4992.0,5502.0
16.0,1684335691635.0,,,,,,4,22.95,,61.3,0.0,194.0,101159.285714,101000.0,101320.0,2847.230769,2807.0,2868.0,4594.461538,4458.0,5001.0
16.0,1684339246395.0,,,,,,4,22.95,,61.3,0.0,194.0,101159.285714,101000.0,101320.0,2847.230769,2807.0,2868.0,4594.461538,4458.0,5001.0
5.0,1684552789496.0,,3,,,,29,,,11.229167,0.0,62.0,100856.666667,100700.0,100980.0,2781.857143,2723.0,2819.0,5284.384615,5116.0,5453.0
12.0,1686159122204.0,,3,,,,7,,,581.24443,0.0,1160.0,100511.0,100400.0,100640.0,2981.714286,2925.0,3006.0,5042.923077,4940.0,5177.0
17.0,1686393785866.0,,,,,,,,,,,,,,,,,,,,
20.0,1686453582218.0,,,,,,,,,,,,,,,,,,,,
20.0,1686465395682.0,,,,,,,,,,,,,,,,,,,,
20.0,1686548334045.0,,,,,,,,,,,,,,,,,,,,
4.0,1683808291439.0,,,,,,,,,,,,,,,,,,,,
15.0,1684687263863.0,154,,,,2,367,49.75,7,86.332011,4.0,250.0,100860.350877,100800.0,100960.0,2810.666667,2701.0,2872.0,4677.192308,4480.0,4853.0
4.0,1684936576369.0,,,,1,,13,,,70.531016,0.0,241.0,101324.0,101200.0,101450.0,2490.066667,2416.0,2562.0,6014.7,5401.0,6283.0
7.0,1685284793133.0,2,,1,1,,20,7.660000000000002,,77.929167,0.0,331.0,101201.071429,101100.0,101320.0,2588.769231,2571.0,2600.0,6604.153846,6431.0,6970.0
9.0,1685378639939.0,16,,8,1,,62,,,26.262739,0.0,137.0,100840.555556,100700.0,100960.0,2521.214286,2497.0,2558.0,7356.714286,7201.0,7535.0
16.0,1685465736563.0,29,,2,,,75,18.55,2,53.467,0.0,191.0,100891.666667,100800.0,101020.0,2739.846154,2716.0,2796.0,6383.214286,5774.0,6980.0
20.0,1686127415304.0,,,3,10,,,,,387.75,355.0,421.0,100562.857143,100500.0,100670.0,2464.5,2410.0,2546.0,5604.666667,5358.0,5949.0
7.0,1686472286413.0,,,,,,,,,,,,,,,,,,,,
16.0,1683815524723.0,,,,,,,,,,,,,,,,,,,,
2.0,1684051124965.0,,,,,,,,,122.119048,0.0,343.0,100375.666667,100200.0,100550.0,2659.464286,2604.0,2721.0,4920.615385,4088.0,5531.0
11.0,1684762348247.0,,,6,,,,,,71.903875,0.0,296.0,100809.275362,100700.0,100920.0,2661.1,2638.0,2692.0,4956.357143,4544.0,5463.0
15.0,1684856667507.0,39,,1,,,104,5.980000000000001,1,91.283619,4.0,206.0,100979.356061,100800.0,101260.0,2698.178571,2623.0,2797.0,4871.321429,4449.0,5499.0
17.0,1685283412255.0,6,,1,1,,59,2.380000000000001,,23.307292,0.0,103.0,101097.666667,101000.0,101240.0,2767.571429,2700.0,2836.0,7336.464286,6977.0,7726.0
16.0,1686050401700.0,,14,,,,,25.48,,79.116,0.0,46.0,100791.578947,100600.0,101020.0,2817.916667,2797.0,2862.0,4780.083333,4704.0,4853.0
19.0,1686051225460.0,,,,,,,6.13,,13.625,0.0,27.0,100681.754386,100490.0,100910.0,2730.769231,2712.0,2756.0,5994.923077,5882.0,6074.0
11.0,1686137384176.0,,,1,,,78,0.0,,197.554545,17.0,367.0,,,,,,,,,
14.0,1686318119142.0,2,5,,,,54,10.98,,86.755952,0.0,354.0,100260.595238,100200.0,100380.0,2919.4,2870.0,2934.0,5494.3,5380.0,5569.0
10.0,1686328054667.0,,,,,,,,,,,,,,,,,,,,
17.0,1686590218894.0,,,,,,,,,,,,,,,,,,,,
9.0,1684025023896.0,1,,1,,,8,,,74.583333,0.0,197.0,100847.333333,100700.0,101050.0,2301.769231,2277.0,2318.0,5391.678571,5054.0,5808.0
5.0,1684471124291.0,,,,,,3,,1,4.964286,0.0,48.0,100529.102564,100400.0,100680.0,2663.85,2643.0,2690.0,4653.5,4616.0,4745.0
4.0,1684489391990.0,48,,,1,1,39,,1,148.624008,21.0,252.0,100720.333333,100600.0,100850.0,2527.181818,2473.0,2550.0,6335.6,5905.0,6522.0
8.0,1685282886409.0,6,,,,,89,,,53.846397,0.0,852.0,100652.105263,100580.0,100760.0,2386.598039,2267.0,2604.0,5696.535714,4527.0,6631.0
9.0,1685551497868.0,24,,1,6,,26,,,41.564103,0.0,121.0,100709.84127,100600.0,100870.0,2550.692308,2493.0,2607.0,6212.076923,6109.0,6424.0
20.0,1686192016820.0,,,11,6,,,,,215.033447,0.0,422.0,100392.380952,100300.0,100500.0,2587.78125,2513.0,2650.0,5883.769231,5570.0,6375.0
1.0,1686298918457.0,4,,,6,2,,64.28,,8.325926,0.0,37.0,99862.555556,99800.0,99980.0,2698.1,2654.0,2764.0,5991.4,5836.0,6184.0
15.0,1686312517938.0,44,5,,,,114,10.98,,27.797619,0.0,172.0,100271.904762,100200.0,100390.0,2876.5,2824.0,2982.0,5693.3,5428.0,5940.0
5.0,1683683359989.0,,,,,,,,,,,,,,,,,,,,
15.0,1683900433930.0,40,,3,1,,139,,,60.944444,0.0,181.0,101739.0625,101680.0,101800.0,2648.357143,2626.0,2663.0,5689.142857,4620.0,6081.0
1.0,1684657953349.0,,,,2,4,,5.190000000000001,,1.2,0.0,10.0,100571.231482,100500.0,100630.0,2555.642857,2540.0,2572.0,5355.384615,5284.0,5451.0
18.0,1685470549861.0,,,1,4,3,21,,,0.4,0.0,2.0,100693.375,100600.0,100840.0,2455.461538,2451.0,2461.0,7769.307692,7470.0,7894.0
8.0,1685552930795.0,17,,,,5,22,,,127.943743,25.0,752.0,100187.916667,100000.0,100370.0,2518.533333,2474.0,2549.0,4812.571429,4488.0,5223.0
17.0,1686231041427.0,1,,8,4,,23,2.3600000000000003,,43.645614,0.0,146.0,100315.0,100100.0,100430.0,3045.964286,2983.0,3129.0,4601.692308,4211.0,4793.0
14.0,1686656685575.0,,,,,,,,,,,,,,,,,,,,
5.0,1683947971052.0,702,2,,,,22,,,54.855952,0.0,190.0,101228.809524,101070.0,101400.0,2645.714286,2587.0,2680.0,5050.923077,4559.0,5402.0
17.0,1684317891977.0,7,,1,1,,85,22.880000000000003,,59.280952,0.0,152.0,101061.052632,101000.0,101150.0,2714.571429,2697.0,2757.0,5979.461538,5483.0,6484.0
8.0,1684937998868.0,,,,,3,91,,,143.057515,0.0,898.0,100671.5,100500.0,100800.0,2227.323529,2079.0,2391.0,5109.846154,4849.0,5323.0
15.0,1684157536680.0,34,,1,,,153,5.98,,47.887989,0.0,185.0,100821.111111,100700.0,100930.0,2645.142857,2572.0,2745.0,4438.0,4080.0,5562.0
18.0,1684348240465.0,2,,1,,,8,,,0.0,0.0,0.0,101003.181818,100900.0,101170.0,2482.692308,2477.0,2487.0,7937.0,7915.0,7947.0
19.0,1684407087128.0,7,,1,,,75,6.480000000000002,,39.623932,0.0,113.0,100986.960784,100900.0,101100.0,2640.846154,2594.0,2655.0,5630.230769,5299.0,5783.0
11.0,1684495331954.0,,,6,,,,,,112.105787,0.0,302.0,100730.196078,100600.0,100860.0,2711.863636,2658.0,2741.0,5370.136364,5167.0,5804.0
4.0,1684633439648.0,23,,,,,39,,2,85.718736,0.0,202.0,100962.651515,100800.0,101180.0,2536.0625,2402.0,2597.0,6783.4375,6092.0,7483.0
11.0,1685710098160.0,,4,8,,2,,6.360000000000001,1,150.897826,0.0,531.0,100168.5,100100.0,100280.0,2883.444444,2857.0,2921.0,5600.888889,5343.0,5762.0
17.0,1685788489499.0,14,,5,2,,125,2.3800000000000003,,45.896212,0.0,131.0,100505.0,100300.0,100700.0,2714.026316,2546.0,2833.0,6722.079412,4888.0,8067.0
10.0,1686054026547.0,2,1,2,,,96,,,48.833333,0.0,261.0,100589.25,100400.0,100810.0,2672.1875,2603.0,2743.0,5475.416667,4989.0,5978.0
11.0,1686215959924.0,,,5,1,,146,38.79,,134.811084,0.0,357.0,100584.083333,100400.0,100700.0,2745.65625,2655.0,2893.0,5230.038462,4784.0,5912.0
10.0,1686400353947.0,,,,,,,,,,,,,,,,,,,,
3.0,1686474298103.0,,,,,,,,,,,,,,,,,,,,
17.0,1686663542405.0,,,,,,,,,,,,,,,,,,,,
19.0,1683900774776.0,,,,,,,,,,,,,,,,,,,,
19.0,1684066802159.0,3,3,,2,,9,55.72999999999999,,73.986226,0.0,271.0,100858.684211,100700.0,100920.0,2505.071429,2491.0,2536.0,6099.357143,5618.0,6753.0
4.0,1684557753909.0,9,10,,1,,52,,5,69.032416,0.0,230.0,101038.703704,100900.0,101180.0,2500.076923,2456.0,2559.0,6350.071429,5892.0,6862.0
1.0,1684920000410.0,1,1,,,,,5.15,,10.923611,0.0,26.0,100940.625,100800.0,101050.0,2394.375,2304.0,2513.0,5344.178571,5064.0,5753.0
2.0,1684977605549.0,3,3,3,1,,8,,,46.864133,0.0,323.0,100553.44697,100100.0,101000.0,2744.535714,2658.0,2868.0,5746.75,4902.0,6898.0
4.0,1685007801279.0,,,,1,,13,,,112.97,7.0,287.0,101594.666667,101500.0,101750.0,2559.384615,2539.0,2583.0,5991.525641,5373.0,6338.0
11.0,1685114225487.0,,,3,,,,6.72,1,158.968277,3.0,311.0,101679.047619,101600.0,101790.0,2883.153846,2866.0,2902.0,5239.461538,4838.0,5685.0
6.0,1686064040616.0,9,,4,8,2,104,,,195.867869,43.0,327.0,100419.102564,100300.0,100600.0,2455.229167,2298.0,2563.0,4083.0625,3014.0,4594.0
4.0,1683879576864.0,1,,,,,11,,,105.093056,13.0,226.0,101744.561403,101690.0,101810.0,2355.615385,2333.0,2382.0,6395.846154,6272.0,6611.0
2.0,1684037994704.0,,,,,,,,,122.119048,0.0,343.0,100375.666667,100200.0,100550.0,2659.464286,2604.0,2721.0,4920.615385,4088.0,5531.0
8.0,1684419605095.0,57,,,,6,105,,,107.746227,5.0,781.0,100451.157895,100400.0,100550.0,2382.0,2271.0,2460.0,4934.0,4801.0,5167.0
8.0,1685191406414.0,,,,,2,114,,,47.34359,0.0,734.0,101106.491228,101000.0,101180.0,2334.6,2197.0,2435.0,4936.538462,4693.0,5244.0
11.0,1686226119462.0,,,5,1,,146,38.79,,134.811084,0.0,357.0,100584.083333,100400.0,100700.0,2745.65625,2655.0,2893.0,5230.038462,4784.0,5912.0
10.0,1686323965981.0,,,,,,,,,,,,,,,,,,,,
7.0,1683821572366.0,,,,,,,,,,,,,,,,,,,,
2.0,1684047403781.0,,,,,,,,,122.119048,0.0,343.0,100375.666667,100200.0,100550.0,2659.464286,2604.0,2721.0,4920.615385,4088.0,5531.0
13.0,1684419809886.0,6,1,1,1,,71,,,40.481818,0.0,234.0,100841.842105,100800.0,100980.0,2850.77193,2760.0,2912.0,5065.153846,4696.0,5689.0
12.0,1684953086136.0,,1,,,,54,,,286.94281,0.0,798.0,101162.575758,101000.0,101440.0,2802.196429,2616.0,2860.0,4875.307692,4634.0,5191.0
12.0,1685109867666.0,,,,,,72,,2,161.155787,0.0,415.0,101527.916667,101400.0,101630.0,2843.590909,2810.0,2879.0,4459.2,4186.0,5073.0
1.0,1685166993025.0,1,,,2,,,78.07000000000001,,3.388889,0.0,16.0,101358.240741,101300.0,101420.0,2520.8,2338.0,2588.0,5644.904762,5217.0,6474.0
11.0,1685373082412.0,,,5,,,,6.340000000000001,,155.805672,7.0,357.0,100981.083333,100900.0,101130.0,2753.46875,2681.0,2843.0,6442.714286,5884.0,7174.0
16.0,1684437056557.0,10,,2,,,143,22.30999999999999,,79.0,0.0,189.0,100888.421053,100800.0,101050.0,2760.892857,2709.0,2817.0,5456.535714,4761.0,6298.0
4.0,1685033004574.0,2,,,1,,29,,,142.135217,14.0,250.0,101430.045455,101200.0,101630.0,2582.076923,2542.0,2620.0,5279.533333,4882.0,5672.0
1.0,1685161900346.0,1,,,2,,,78.07000000000001,,3.388889,0.0,16.0,101358.240741,101300.0,101420.0,2520.8,2338.0,2588.0,5644.904762,5217.0,6474.0
14.0,1685958312809.0,1,,,,,34,59.62,,34.324405,0.0,207.0,101133.222222,101100.0,101220.0,2875.285714,2861.0,2901.0,5053.115385,4985.0,5130.0
3.0,1685982818294.0,37,,,2,,7,,,78.420833,2.0,195.0,100941.0,100800.0,101040.0,2777.755556,2635.0,2838.0,6103.535714,5481.0,6816.0
3.0,1686130915200.0,113,,,4,,,,,101.333333,66.0,133.0,,,,2750.285714,2592.0,2908.0,5858.5,5796.0,5921.0
19.0,1686235645348.0,3,,1,,,6,6.240000000000001,,24.142963,0.0,69.0,100483.416667,100300.0,100610.0,2492.294118,2434.0,2593.0,6743.928571,6508.0,6982.0
13.0,1686390242425.0,,,,,,,,,,,,,,,,,,,,
13.0,1684232987429.0,2,127,2,1,,44,,,68.725,8.0,232.0,100721.578947,100600.0,100930.0,2830.038462,2790.0,2875.0,5313.807692,4592.0,5676.0
14.0,1684511642035.0,36,,,,,43,24.07,,61.364646,0.0,254.0,100843.333333,100700.0,101020.0,2725.428571,2673.0,2746.0,5337.769231,5227.0,5390.0
18.0,1684609723752.0,,,4,,,96,,,5.166667,0.0,15.0,100791.086956,100600.0,101020.0,2407.769231,2388.0,2422.0,7492.428571,7280.0,7589.0
11.0,1684634983078.0,,,2,,,,,,122.077976,0.0,342.0,100946.865079,100800.0,101160.0,2817.892857,2689.0,2897.0,4933.928571,4731.0,5367.0
11.0,1685028207959.0,,,2,,,,6.38,,122.626323,0.0,220.0,101422.696687,101200.0,101640.0,2788.423077,2724.0,2846.0,4225.964286,3524.0,4798.0
7.0,1685607726766.0,5,,2,3,,36,7.57,,74.359259,0.0,315.0,100648.039216,100500.0,100800.0,2510.519608,2365.0,2603.0,6386.311111,5342.0,7075.0
6.0,1686397307984.0,,,,,,,,,,,,,,,,,,,,
15.0,1686664319185.0,,,,,,,,,,,,,,,,,,,,
11.0,1684329774057.0,,,2,1,,,,,170.10697,0.0,541.0,101239.351852,101190.0,101340.0,2755.607143,2645.0,2806.0,3915.384615,3805.0,4190.0
11.0,1685367575026.0,,,1,,,,6.37,,60.221429,0.0,167.0,100957.916667,100800.0,101130.0,2602.666667,2579.0,2685.0,5943.384615,5854.0,6560.0
13.0,1685454931861.0,,,1,3,,46,,,31.303746,8.0,66.0,100726.825397,100600.0,100810.0,2688.411765,2633.0,2738.0,5001.857143,4535.0,5477.0
17.0,1685975218466.0,,,1,1,,9,2.4800000000000004,,30.382143,0.0,58.0,100859.52381,100800.0,100940.0,2959.178571,2926.0,3031.0,4693.384615,4348.0,5725.0
1.0,1683963806455.0,,6,,11,,,79.55999999999999,,2.277778,0.0,13.0,101016.125,100800.0,101200.0,2345.59375,2290.0,2406.0,5051.666667,4626.0,5348.0
20.0,1685338641770.0,33,,4,1,2,,,,47.024387,0.0,371.0,100585.583333,100500.0,100730.0,2502.544444,2333.0,2649.0,7025.666667,5788.0,7229.0
1.0,1686376735876.0,,,,,,,,,,,,,,,,,,,,
10.0,1683879577935.0,20,,1,,,185,,,79.775,0.0,222.0,101532.111111,101490.0,101610.0,2264.692308,2246.0,2310.0,6090.392857,5633.0,6566.0
17.0,1683987885635.0,3,,1,3,1,49,2.4300000000000006,,33.966667,0.0,143.0,101206.052632,101000.0,101360.0,2513.142857,2497.0,2551.0,6659.928571,5587.0,7099.0
13.0,1684411901586.0,6,1,1,1,,71,,,40.481818,0.0,234.0,100841.842105,100800.0,100980.0,2850.77193,2760.0,2912.0,5065.153846,4696.0,5689.0
14.0,1684683557477.0,126,,,,,173,49.75,,130.786706,25.0,267.0,100852.583333,100800.0,100930.0,2781.09375,2734.0,2861.0,5258.821429,4801.0,5584.0
19.0,1685009788728.0,7,,3,,,30,6.209999999999999,,22.147222,0.0,158.0,101447.54386,101400.0,101590.0,2521.866667,2480.0,2573.0,5001.307692,4734.0,5331.0
11.0,1685239054384.0,,,7,,,2,6.29,,169.905754,0.0,401.0,101522.0,101400.0,101760.0,2859.433333,2812.0,2898.0,5842.423077,5590.0,6084.0
11.0,1685252604630.0,,,2,,,,6.440000000000001,,53.800685,0.0,352.0,101315.083333,101200.0,101430.0,2787.178571,2736.0,2881.0,5776.076923,5570.0,5947.0
11.0,1685457699423.0,,,3,,2,,6.35,,260.76539,0.0,2318.0,100997.5,100900.0,101060.0,2670.214286,2616.0,2761.0,5846.076923,5482.0,6263.0
6.0,1685640001981.0,2,,3,1,,30,,,167.094158,0.0,401.0,100323.309524,100200.0,100570.0,2394.857143,2359.0,2472.0,4734.1,4018.0,5552.0
4.0,1686039577866.0,13,,,1,,,,2,116.388823,20.0,261.0,100807.698413,100600.0,101020.0,2669.125,2615.0,2704.0,5738.615385,5347.0,6001.0
20.0,1686307575291.0,,,5,12,,,,,123.826642,0.0,347.0,99927.604167,99800.0,100070.0,2598.625,2528.0,2669.0,6818.4,6404.0,7169.0
17.0,1686492915470.0,,,,,,,,,,,,,,,,,,,,
15.0,1684932736051.0,49,,1,,,142,5.760000000000001,1,49.159646,0.0,195.0,101335.980392,101200.0,101470.0,2710.607143,2632.0,2791.0,4665.857143,4393.0,5080.0
20.0,1685508763828.0,53,,4,3,,,,,92.184206,0.0,371.0,100731.22807,100600.0,100880.0,2416.466667,2388.0,2442.0,5531.346154,5205.0,5996.0
17.0,1685796384766.0,14,,5,2,,125,2.3800000000000003,,45.896212,0.0,131.0,100505.0,100300.0,100700.0,2714.026316,2546.0,2833.0,6722.079412,4888.0,8067.0
1.0,1685956829366.0,1,4,,6,4,,4.29,,28.808626,0.0,64.0,100720.0,100700.0,100800.0,2611.153846,2575.0,2653.0,5107.5,4814.0,5416.0
3.0,1686056251912.0,30,,,1,,3,,,131.268258,0.0,307.0,100751.315789,100500.0,101000.0,2767.5,2550.0,2903.0,6300.15625,5573.0,6790.0
10.0,1686395216251.0,,,,,,,,,,,,,,,,,,,,
3.0,1686581714256.0,,,,,,,,,,,,,,,,,,,,
20.0,1684066824620.0,11,,,,,,,,109.808824,0.0,368.0,100634.411765,100580.0,100730.0,2278.964286,2252.0,2338.0,4769.5,4402.0,4988.0
16.0,1684252373347.0,11,,1,,,115,30.17,,83.1,0.0,183.0,101011.111111,100800.0,101230.0,2811.115385,2774.0,2883.0,4751.0,4160.0,5699.0
11.0,1684745341520.0,,,6,,,,,,71.903875,0.0,296.0,100809.275362,100700.0,100920.0,2661.1,2638.0,2692.0,4956.357143,4544.0,5463.0
11.0,1684748060193.0,,,6,,,,,,71.903875,0.0,296.0,100809.275362,100700.0,100920.0,2661.1,2638.0,2692.0,4956.357143,4544.0,5463.0
15.0,1684765466897.0,33,6,,,,123,100.93,,46.5125,0.0,229.0,100793.015873,100700.0,100900.0,2741.035714,2670.0,2839.0,4483.384615,4402.0,4548.0
9.0,1685017948194.0,5,11,5,,,101,,,22.908333,0.0,124.0,101440.757576,101300.0,101590.0,2429.785714,2384.0,2454.0,5340.166667,4669.0,5881.0
4.0,1685612905371.0,91,,,,,10,,3,85.816931,0.0,259.0,100754.351852,100600.0,100930.0,2585.214286,2555.0,2658.0,6291.153846,6040.0,6702.0
20.0,1686211144824.0,,,6,,,,,,228.230556,0.0,400.0,100230.964912,100000.0,100340.0,2525.6,2487.0,2620.0,6386.230769,5855.0,6670.0
11.0,1683729546717.0,,,,,,,,,,,,,,,,,,,,
6.0,1684254681024.0,1,,4,1,,39,,,196.856044,1.0,300.0,100980.75,100800.0,101250.0,2639.0,2623.0,2692.0,5490.178571,5048.0,6118.0
4.0,1684541956602.0,102,,,,1,71,,,135.05453,29.0,280.0,100850.784314,100700.0,101030.0,2538.625,2508.0,2576.0,6380.230769,5867.0,6822.0
15.0,1685016512932.0,31,,,,,116,6.07,,46.625,0.0,178.0,101597.916667,101500.0,101740.0,2731.75,2685.0,2806.0,4840.769231,4377.0,5232.0
4.0,1685099411642.0,1,,,1,,11,,,97.871429,0.0,251.0,101706.833333,101600.0,101840.0,2564.909091,2525.0,2608.0,5696.625,5012.0,6051.0
1.0,1685243360607.0,1,,,,,,4.500000000000001,,3.083333,0.0,19.0,100912.222222,100800.0,101030.0,2535.307692,2507.0,2585.0,6274.538462,5881.0,6595.0
10.0,1685893400386.0,35,,3,4,,124,,,80.581481,0.0,236.0,100755.208333,100600.0,100900.0,2650.461538,2632.0,2673.0,5520.692308,5098.0,6055.0
3.0,1686059157234.0,30,,,1,,3,,,131.268258,0.0,307.0,100751.315789,100500.0,101000.0,2767.5,2550.0,2903.0,6300.15625,5573.0,6790.0
1.0,1686212693546.0,,,,2,2,,4.160000000000001,,1.714286,0.0,10.0,100171.825397,100000.0,100300.0,2750.892857,2732.0,2805.0,5626.846154,5572.0,5656.0
17.0,1686575272378.0,,,,,,,,,,,,,,,,,,,,
7.0,1684140634699.0,3,,1,,,35,8.129999999999999,1,43.172222,0.0,343.0,100688.916667,100590.0,100800.0,2461.733333,2442.0,2479.0,7644.0,7596.0,7759.0
11.0,1684158572696.0,,,7,,1,,,,165.129798,0.0,621.0,100809.333333,100700.0,100920.0,2650.730769,2627.0,2695.0,4643.428571,4495.0,5232.0
11.0,1685157334243.0,,,2,,,,6.260000000000001,,59.042965,0.0,268.0,101763.5,101700.0,101820.0,2816.607143,2787.0,2880.0,5372.923077,5230.0,5485.0
4.0,1685610209677.0,91,,,,,10,,3,85.816931,0.0,259.0,100754.351852,100600.0,100930.0,2585.214286,2555.0,2658.0,6291.153846,6040.0,6702.0
13.0,1685699017461.0,3,1,,1,2,118,,,27.25,0.0,52.0,99879.487179,99800.0,100000.0,2862.458333,2840.0,2893.0,4749.888889,4432.0,5548.0
20.0,1685857300145.0,,,2,,,,,,86.04359,0.0,171.0,100696.25,100600.0,100790.0,2577.9375,2538.0,2649.0,4941.538462,4401.0,5292.0
15.0,1686048580061.0,,14,,,,,25.48,,19.03373,0.0,46.0,100791.578947,100600.0,101020.0,2817.916667,2797.0,2862.0,4780.083333,4704.0,4853.0
17.0,1686134872359.0,7,,3,,,76,2.37,,54.571429,41.0,58.0,100600.0,100500.0,100700.0,3066.0,3059.0,3073.0,,,
15.0,1686237266457.0,48,,1,,,125,4.9,,79.593012,0.0,202.0,100215.530303,100090.0,100400.0,2913.733333,2866.0,2987.0,5655.730769,5405.0,6159.0
13.0,1686644422621.0,,,,,,,,,,,,,,,,,,,,
11.0,1684155769268.0,,,7,,1,,,,165.129798,0.0,621.0,100809.333333,100700.0,100920.0,2650.730769,2627.0,2695.0,4643.428571,4495.0,5232.0
9.0,1685239691250.0,33,,2,5,,114,,,42.961678,2.0,243.0,101376.842105,101290.0,101620.0,2550.607143,2494.0,2582.0,6656.384615,6509.0,6925.0
20.0,1685343999865.0,33,,4,1,2,,,,47.024387,0.0,371.0,100585.583333,100500.0,100730.0,2502.544444,2333.0,2649.0,7025.666667,5788.0,7229.0
15.0,1685542740583.0,38,,1,,,103,6.390000000000001,,39.089744,0.0,177.0,101079.824561,101000.0,101200.0,2719.928571,2670.0,2810.0,5326.266667,4818.0,6425.0
7.0,1685888515294.0,,,,3,,9,110.11999999999998,,87.06875,0.0,292.0,100936.875,100900.0,101020.0,2590.333333,2507.0,2633.0,6069.153846,5365.0,6356.0
