uid,startTime,aqara_chair,aqara_cleaner,aqara_door,aqara_fridge,aqara_microwave,aqara_motion,aqara_tv,aqara_washer,aqara_brightness_mean,aqara_brightness_min,aqara_brightness_max,aqara_air_pressure_mean,aqara_air_pressure_min,aqara_air_pressure_max,aqara_temperature_mean,aqara_temperature_min,aqara_temperature_max,aqara_humidity_mean,aqara_humidity_min,aqara_humidity_max
1.0,1684147348374.0,,5,1,3,,,4.67,1,8.277778,0.0,23.0,100424.275362,100300.0,100540.0,2322.6875,2233.0,2439.0,4317.807692,4151.0,4585.0
20.0,1685256898575.0,,,,,,,,,20.239583,0.0,52.0,100964.313725,100900.0,101100.0,2512.6875,2474.0,2588.0,6514.5,6358.0,6681.0
9.0,1686367913270.0,,,,,,,,,,,,,,,,,,,,
19.0,1684076799623.0,31,,2,9,4,105,8.450000000000003,1,205.753081,25.0,564.0,100589.444444,100500.0,100770.0,2591.333333,2532.0,2666.0,5324.947368,4482.0,7098.0
7.0,1684330938760.0,1,,2,,,23,8.209999999999999,,52.303571,0.0,339.0,101151.491228,101100.0,101250.0,2582.785714,2551.0,2606.0,7495.0,7344.0,7580.0
15.0,1684768167212.0,78,,4,,,148,22.380000000000003,,69.981334,5.0,195.0,100755.349206,100600.0,101020.0,2696.607143,2654.0,2786.0,4794.571429,4291.0,5974.0
8.0,1685039514234.0,,,,,,4,,,54.878472,4.0,360.0,100765.093168,100600.0,100970.0,2416.785714,2312.0,2490.0,3762.538462,3584.0,3908.0
11.0,1685449488282.0,,,3,,2,,6.35,,260.76539,0.0,2318.0,100997.5,100900.0,101060.0,2670.214286,2616.0,2761.0,5846.076923,5482.0,6263.0
4.0,1685626723211.0,91,,,,,10,,3,85.816931,0.0,259.0,100754.351852,100600.0,100930.0,2585.214286,2555.0,2658.0,6291.153846,6040.0,6702.0
2.0,1686232159098.0,,,,,,37,,,25.502706,0.0,56.0,99369.095238,99200.0,99500.0,2874.033333,2835.0,2954.0,5397.5,5017.0,5680.0
17.0,1686647999846.0,,,,,,,,,,,,,,,,,,,,
4.0,1683884617926.0,1,,,,,11,,,105.093056,13.0,226.0,101744.561403,101690.0,101810.0,2355.615385,2333.0,2382.0,6395.846154,6272.0,6611.0
7.0,1684167904994.0,4,,4,2,,46,8.309999999999999,,154.366667,0.0,351.0,100584.875,100400.0,100800.0,2476.142857,2442.0,2510.0,7528.769231,7434.0,7583.0
15.0,1684244065131.0,92,,1,,,155,8.89,,44.692593,0.0,180.0,101016.825397,100900.0,101140.0,2739.178571,2688.0,2815.0,5000.75,4733.0,6226.0
1.0,1684301143264.0,,1,,6,,1,4.72,,20.004762,0.0,48.0,100879.492481,100800.0,100960.0,2555.96875,2469.0,2653.0,4106.928571,3802.0,4283.0
4.0,1684494433451.0,48,,,1,1,39,,1,148.624008,21.0,252.0,100720.333333,100600.0,100850.0,2527.181818,2473.0,2550.0,6335.6,5905.0,6522.0
17.0,1684512912141.0,,,,,,,2.36,,31.634615,0.0,69.0,100652.619048,100500.0,100820.0,2662.071429,2648.0,2672.0,6500.857143,6053.0,6846.0
8.0,1684765297963.0,1,,,,7,2,,,69.342222,0.0,805.0,100138.795455,100000.0,100250.0,2381.266667,2177.0,2438.0,5238.153846,5130.0,5615.0
4.0,1685146772875.0,4,,,4,,41,,2,134.254522,16.0,365.0,101672.539683,101600.0,101780.0,2629.769231,2598.0,2651.0,5919.607143,5667.0,6353.0
20.0,1686292709441.0,,,5,12,,,,,123.826642,0.0,347.0,99927.604167,99800.0,100070.0,2598.625,2528.0,2669.0,6818.4,6404.0,7169.0
2.0,1686367675411.0,,,,,,,,,,,,,,,,,,,,
17.0,1686504396294.0,,,,,,,,,,,,,,,,,,,,
10.0,1686584977883.0,,,,,,,,,,,,,,,,,,,,
7.0,1684594763027.0,6,7,6,2,1,58,45.38,1,68.395856,0.0,365.0,100913.859649,100800.0,101040.0,2598.383333,2445.0,2637.0,6831.433333,5876.0,7291.0
20.0,1684989733557.0,38,,5,7,,,,,79.552688,0.0,375.0,101256.587302,101180.0,101390.0,2415.321429,2367.0,2465.0,4727.0625,4432.0,5207.0
7.0,1685118006153.0,10,,1,2,,123,3.650000000000001,,121.166667,0.0,310.0,101585.877193,101500.0,101680.0,2546.653846,2509.0,2595.0,5737.615385,5575.0,5862.0
11.0,1685243995684.0,,,2,,,,6.440000000000001,,53.800685,0.0,352.0,101315.083333,101200.0,101430.0,2787.178571,2736.0,2881.0,5776.076923,5570.0,5947.0
5.0,1685350178294.0,2,4,,,,7,,,47.812935,0.0,244.0,100763.070175,100690.0,100960.0,2721.483333,2512.0,2773.0,6792.307692,6611.0,7006.0
8.0,1685456396085.0,30,13,,,2,67,,,132.103413,0.0,747.0,100322.063492,100200.0,100400.0,2424.966667,2328.0,2492.0,5676.535714,5075.0,6238.0
17.0,1685621060299.0,10,1,4,2,2,153,2.45,,39.709921,0.0,91.0,100581.449275,100400.0,100730.0,2722.570175,2596.0,2832.0,7020.073529,5895.0,7815.0
17.0,1685626868871.0,10,1,4,2,2,153,2.45,,39.709921,0.0,91.0,100581.449275,100400.0,100730.0,2722.570175,2596.0,2832.0,7020.073529,5895.0,7815.0
3.0,1686149751903.0,113,,,4,,,,,101.333333,66.0,133.0,,,,2750.285714,2592.0,2908.0,5858.5,5796.0,5921.0
6.0,1686257014485.0,1,,1,,,45,,,141.927126,0.0,315.0,100193.916667,100000.0,100400.0,2457.833333,2308.0,2537.0,4177.6875,2957.0,4719.0
14.0,1686390703061.0,,,,,,,,,,,,,,,,,,,,
10.0,1686485540095.0,,,,,,,,,,,,,,,,,,,,
20.0,1686564922143.0,,,,,,,,,,,,,,,,,,,,
4.0,1683803250871.0,,,,,,,,,,,,,,,,,,,,
5.0,1683794318267.0,,,,,,,,,,,,,,,,,,,,
17.0,1684427702905.0,6,,1,2,,91,2.2400000000000007,,46.703509,0.0,128.0,100670.789474,100600.0,100850.0,2617.692308,2576.0,2717.0,5684.1875,5210.0,6883.0
9.0,1685023040310.0,5,11,5,,,101,,,22.908333,0.0,124.0,101440.757576,101300.0,101590.0,2429.785714,2384.0,2454.0,5340.166667,4669.0,5881.0
4.0,1685089166095.0,1,,,1,,11,,,97.871429,0.0,251.0,101706.833333,101600.0,101840.0,2564.909091,2525.0,2608.0,5696.625,5012.0,6051.0
19.0,1685248793144.0,6,,,,,55,60.82,,53.844012,0.0,141.0,101208.316667,101100.0,101360.0,2560.433333,2476.0,2605.0,7095.642857,6944.0,7143.0
9.0,1685259957352.0,24,,,2,,212,,,25.23652,0.0,218.0,101177.719298,101080.0,101290.0,2574.833333,2547.0,2600.0,6951.285714,6761.0,7152.0
16.0,1685460696081.0,29,,2,,,75,18.55,2,53.467,0.0,191.0,100891.666667,100800.0,101020.0,2739.846154,2716.0,2796.0,6383.214286,5774.0,6980.0
15.0,1686502072768.0,,,,,,,,,,,,,,,,,,,,
20.0,1684226865592.0,2,,6,,,,,,88.857143,0.0,347.0,100662.058824,100500.0,100790.0,2349.0,2281.0,2439.0,5342.428571,5157.0,5614.0
20.0,1684229562363.0,2,,6,,,,,,88.857143,0.0,347.0,100662.058824,100500.0,100790.0,2349.0,2281.0,2439.0,5342.428571,5157.0,5614.0
17.0,1684257055950.0,8,,2,1,3,62,2.2600000000000007,,63.304564,0.0,181.0,100802.982456,100600.0,101060.0,2695.230769,2676.0,2731.0,5992.9375,5429.0,6728.0
11.0,1684534789209.0,,,6,,,,0.0,,166.101323,24.0,283.0,100832.0,100700.0,101010.0,2768.5,2689.0,2845.0,4796.107143,4600.0,5211.0
8.0,1685201487113.0,,,,2,2,17,,,53.886088,10.0,177.0,100844.75,100700.0,101090.0,2485.076923,2446.0,2578.0,5470.066667,5131.0,5933.0
3.0,1686485709512.0,,,,,,,,,,,,,,,,,,,,
4.0,1683650789334.0,,,,,,,,,,,,,,,,,,,,
19.0,1683965276186.0,,,,,,42,8.79,,17.65625,0.0,70.0,101310.396825,101130.0,101520.0,2487.769231,2474.0,2504.0,6878.53125,6303.0,7219.0
20.0,1684074981808.0,11,,,,,,,,109.808824,0.0,368.0,100634.411765,100580.0,100730.0,2278.964286,2252.0,2338.0,4769.5,4402.0,4988.0
6.0,1684259721934.0,1,,4,1,,39,,,196.856044,1.0,300.0,100980.75,100800.0,101250.0,2639.0,2623.0,2692.0,5490.178571,5048.0,6118.0
4.0,1684418167845.0,86,,,1,1,62,,1,63.538756,4.0,229.0,101111.111111,101000.0,101210.0,2561.538462,2539.0,2581.0,6018.428571,5575.0,6251.0
20.0,1684740955178.0,59,1,,1,2,,,,132.761538,0.0,190.0,100460.793651,100300.0,100550.0,2456.875,2391.0,2505.0,5570.461538,5311.0,5825.0
11.0,1685011386425.0,,,3,,,,44.78,,117.298666,0.0,372.0,101590.289855,101500.0,101730.0,2741.46875,2690.0,2794.0,4524.607143,4114.0,4995.0
8.0,1685024393130.0,,,,,7,44,,,79.169841,0.0,586.0,100940.175439,100800.0,101090.0,2276.833333,2179.0,2395.0,4713.892857,3829.0,5134.0
9.0,1685148204412.0,28,,3,3,,121,,,69.772282,0.0,181.0,101537.5,101400.0,101650.0,2514.653846,2482.0,2585.0,5364.071429,5093.0,5890.0
9.0,1685546457588.0,24,,1,6,,26,,,41.564103,0.0,121.0,100709.84127,100600.0,100870.0,2550.692308,2493.0,2607.0,6212.076923,6109.0,6424.0
3.0,1685715524351.0,108,,,5,,40,,,133.718078,18.0,321.0,100109.047619,100000.0,100220.0,2772.9,2598.0,2872.0,6286.818182,5566.0,6983.0
20.0,1685871167492.0,,,2,,,,,,86.04359,0.0,171.0,100696.25,100600.0,100790.0,2577.9375,2538.0,2649.0,4941.538462,4401.0,5292.0
11.0,1686147877458.0,,,1,,,78,0.0,,197.554545,17.0,367.0,,,,,,,,,
4.0,1686150183632.0,149,,,,,,,8,118.521497,0.0,239.0,100722.857143,100600.0,100840.0,2632.132353,2424.0,2737.0,6320.846154,5888.0,7785.0
11.0,1683885962454.0,,,1,1,,,,,110.366667,0.0,271.0,101707.631579,101600.0,101790.0,2627.428571,2562.0,2685.0,4093.769231,3803.0,4629.0
2.0,1684205047279.0,1,8,3,9,,,,1,158.986364,0.0,357.0,99880.39016,99500.0,101280.0,2723.55,2177.0,2916.0,5230.52381,4126.0,5610.0
17.0,1684343662755.0,8,1,4,7,,141,2.290000000000001,,77.418423,2.0,136.0,100959.444444,100800.0,101120.0,2713.696429,2284.0,2820.0,5954.692857,4901.0,7389.0
2.0,1684469283372.0,1,,,7,,5,,,26.827302,0.0,76.0,99978.854167,99900.0,100200.0,2714.636364,2661.0,2769.0,4924.9,4786.0,5182.0
7.0,1684744398210.0,1,,2,,,27,,,35.395833,0.0,316.0,100681.030303,100600.0,100800.0,2584.785714,2569.0,2600.0,6623.8,5997.0,6822.0
1.0,1685453680701.0,1,,,2,,,4.450000000000001,,17.159747,0.0,44.0,100585.125,100500.0,100670.0,2475.533333,2413.0,2541.0,6629.692308,6529.0,6739.0
3.0,1685705733701.0,108,,,5,,40,,,133.718078,18.0,321.0,100109.047619,100000.0,100220.0,2772.9,2598.0,2872.0,6286.818182,5566.0,6983.0
10.0,1686405394608.0,,,,,,,,,,,,,,,,,,,,
20.0,1683968082705.0,25,,2,2,,,,,100.936111,0.0,365.0,101050.980392,100880.0,101240.0,2303.791667,2259.0,2390.0,5246.666667,5077.0,5609.0
15.0,1684160223481.0,34,,1,,,153,5.98,,47.887989,0.0,185.0,100821.111111,100700.0,100930.0,2645.142857,2572.0,2745.0,4438.0,4080.0,5562.0
16.0,1684416469558.0,,,1,,,29,23.81,,62.29,0.0,184.0,101104.035088,101000.0,101200.0,2847.966667,2794.0,2885.0,4837.142857,4577.0,5234.0
8.0,1684770390479.0,7,,,,,7,,,130.024471,23.0,780.0,100077.777778,99900.0,100340.0,2441.56,2167.0,2469.0,5332.642857,5286.0,5513.0
20.0,1684827834932.0,32,,3,2,2,,,5,85.571015,0.0,375.0,100563.333333,100490.0,100670.0,2536.9,2130.0,2715.0,4663.730769,4159.0,6173.0
11.0,1685455000778.0,,,3,,2,,6.35,,260.76539,0.0,2318.0,100997.5,100900.0,101060.0,2670.214286,2616.0,2761.0,5846.076923,5482.0,6263.0
10.0,1686039565473.0,2,1,2,,,96,,,48.833333,0.0,261.0,100589.25,100400.0,100810.0,2672.1875,2603.0,2743.0,5475.416667,4989.0,5978.0
18.0,1686152352637.0,,,10,13,,70,,,4.5,0.0,14.0,100544.473684,100480.0,100660.0,2538.153846,2531.0,2557.0,6882.692308,6691.0,7171.0
10.0,1686410486889.0,,,,,,,,,,,,,,,,,,,,
11.0,1683610216815.0,,,,,,,,,,,,,,,,,,,,
20.0,1684069546164.0,11,,,,,,,,109.808824,0.0,368.0,100634.411765,100580.0,100730.0,2278.964286,2252.0,2338.0,4769.5,4402.0,4988.0
8.0,1685049648111.0,,,,,,4,,,54.878472,4.0,360.0,100765.093168,100600.0,100970.0,2416.785714,2312.0,2490.0,3762.538462,3584.0,3908.0
4.0,1685104289476.0,1,,,1,,11,,,97.871429,0.0,251.0,101706.833333,101600.0,101840.0,2564.909091,2525.0,2608.0,5696.625,5012.0,6051.0
4.0,1685172028227.0,2,2,,3,,40,,5,80.145771,0.0,265.0,101774.666667,101690.0,101840.0,2627.857143,2601.0,2662.0,6364.866667,5708.0,7064.0
11.0,1686060572205.0,,6,1,,4,42,0.0,,225.450256,0.0,1253.0,100774.444444,100600.0,101020.0,2845.572917,2671.0,2991.0,4707.666667,4473.0,5141.0
15.0,1686069053726.0,67,,3,,,182,5.079999999999998,3,52.93083,8.0,170.0,100489.285714,100390.0,100750.0,2890.6,2828.0,2965.0,4826.777778,4789.0,4872.0
4.0,1686130864839.0,,,,1,,,,2,60.963889,24.0,117.0,100870.0,100870.0,100870.0,,,,,,
9.0,1686319011934.0,1,,1,,,14,,,38.065837,0.0,173.0,100114.901961,100000.0,100240.0,2688.2,2681.0,2704.0,6130.4,6044.0,6199.0
7.0,1683725824066.0,,,,,,,,,,,,,,,,,,,,
16.0,1683820564778.0,,,,,,,,,,,,,,,,,,,,
11.0,1685110932309.0,,,2,,,,6.29,,156.073732,0.0,448.0,101707.864583,101600.0,101820.0,2816.545455,2781.0,2847.0,4983.3,4790.0,5060.0
4.0,1685177068760.0,2,2,,3,,40,,5,80.145771,0.0,265.0,101774.666667,101690.0,101840.0,2627.857143,2601.0,2662.0,6364.866667,5708.0,7064.0
3.0,1685544718160.0,55,,,1,,53,,,169.513194,0.0,375.0,100983.333333,100900.0,101120.0,2759.869792,2547.0,2879.0,6587.464286,6103.0,6869.0
13.0,1685627759075.0,2,,1,1,1,57,,,37.545626,8.0,69.0,100481.416667,100360.0,100660.0,2855.576923,2830.0,2892.0,4960.857143,4475.0,5696.0
16.0,1685963999373.0,,,,,,,59.62,,52.12,0.0,44.0,101119.117647,101000.0,101200.0,2834.714286,2818.0,2858.0,4895.230769,4695.0,5075.0
6.0,1686074122416.0,9,,4,8,2,104,,,195.867869,43.0,327.0,100419.102564,100300.0,100600.0,2455.229167,2298.0,2563.0,4083.0625,3014.0,4594.0
11.0,1686222744782.0,,,5,1,,146,38.79,,134.811084,0.0,357.0,100584.083333,100400.0,100700.0,2745.65625,2655.0,2893.0,5230.038462,4784.0,5912.0
15.0,1684070024357.0,,,,,,,21.86,,19.3,0.0,38.0,101003.125,100900.0,101100.0,2555.038462,2533.0,2596.0,4539.692308,4486.0,4592.0
11.0,1684152988603.0,,,7,,1,,,,165.129798,0.0,621.0,100809.333333,100700.0,100920.0,2650.730769,2627.0,2695.0,4643.428571,4495.0,5232.0
19.0,1684153047571.0,8,,4,,,29,59.43,,52.330357,0.0,146.0,100686.666667,100590.0,100800.0,2381.0625,2329.0,2490.0,4435.642857,4193.0,4664.0
9.0,1685234598808.0,33,,2,5,,114,,,42.961678,2.0,243.0,101376.842105,101290.0,101620.0,2550.607143,2494.0,2582.0,6656.384615,6509.0,6925.0
17.0,1685634887726.0,32,1,3,10,2,177,2.4400000000000004,,56.523252,2.0,140.0,100124.766667,100000.0,100460.0,2888.464286,2830.0,2940.0,7347.357143,6916.0,7749.0
3.0,1686387506712.0,,,,,,,,,,,,,,,,,,,,
15.0,1686488702249.0,,,,,,,,,,,,,,,,,,,,
16.0,1686491521555.0,,,,,,,,,,,,,,,,,,,,
19.0,1683970316686.0,,,,,,42,8.79,,17.65625,0.0,70.0,101310.396825,101130.0,101520.0,2487.769231,2474.0,2504.0,6878.53125,6303.0,7219.0
7.0,1684336246877.0,1,,,1,,39,8.3,,146.590909,0.0,313.0,101057.25,100900.0,101220.0,2617.125,2582.0,2667.0,7267.25,7241.0,7314.0
12.0,1684963168294.0,,1,,,,54,,,286.94281,0.0,798.0,101162.575758,101000.0,101440.0,2802.196429,2616.0,2860.0,4875.307692,4634.0,5191.0
11.0,1683647187040.0,,,,,,,,,,,,,,,,,,,,
17.0,1683974288957.0,3,,1,3,1,49,2.4300000000000006,,33.966667,0.0,143.0,101206.052632,101000.0,101360.0,2513.142857,2497.0,2551.0,6659.928571,5587.0,7099.0
15.0,1684168682619.0,21,,1,,4,96,6.08,,76.596604,0.0,206.0,100739.047619,100500.0,100930.0,2689.357143,2612.0,2806.0,4817.466667,4636.0,5473.0
11.0,1684429828860.0,,4,1,,,1,0.0,,137.597114,0.0,238.0,100891.375,100800.0,101070.0,2640.166667,2587.0,2713.0,4833.769231,4221.0,5335.0
7.0,1684495593026.0,,1,4,1,,23,8.36,,39.308036,0.0,322.0,100614.555556,100500.0,100740.0,2622.888889,2607.0,2636.0,7183.666667,7160.0,7214.0
7.0,1684688170812.0,10,3,5,14,,117,,,172.618873,5.0,354.0,100756.833333,100700.0,100860.0,2580.744444,2445.0,2637.0,6775.5,5698.0,7413.0
11.0,1684849718542.0,,,4,,,,,,144.461573,0.0,359.0,100956.759259,100800.0,101070.0,2537.625,2453.0,2662.0,5265.035714,4534.0,6263.0
17.0,1685265446010.0,6,,1,1,,59,2.380000000000001,,23.307292,0.0,103.0,101097.666667,101000.0,101240.0,2767.571429,2700.0,2836.0,7336.464286,6977.0,7726.0
7.0,1685718740708.0,7,11,3,8,5,50,90.34,,101.595707,1.0,319.0,100086.401515,99900.0,100400.0,2596.572917,2420.0,2689.0,6250.794118,4725.0,7136.0
16.0,1683908258919.0,1,,1,,,131,5.020000000000001,,92.1,0.0,184.0,101451.969697,101300.0,101650.0,2643.3,2595.0,2731.0,5006.166667,4408.0,5800.0
4.0,1684763738014.0,,,,,,7,,,25.244872,0.0,67.0,100798.875,100700.0,100910.0,2455.766667,2395.0,2498.0,6098.285714,5468.0,6375.0
4.0,1684926678692.0,,,,1,,13,,,70.531016,0.0,241.0,101324.0,101200.0,101450.0,2490.066667,2416.0,2562.0,6014.7,5401.0,6283.0
19.0,1685443992338.0,7,,1,2,,7,7.289999999999998,,163.274368,0.0,375.0,100918.947368,100800.0,101000.0,2497.538462,2452.0,2542.0,7752.0,7208.0,8125.0
11.0,1685452247548.0,,,3,,2,,6.35,,260.76539,0.0,2318.0,100997.5,100900.0,101060.0,2670.214286,2616.0,2761.0,5846.076923,5482.0,6263.0
4.0,1685455487316.0,1,,,,,3,,,89.965703,7.0,241.0,101006.944444,100900.0,101100.0,2496.666667,2457.0,2539.0,7026.785714,6933.0,7099.0
4.0,1685757435491.0,80,,,2,,,,1,130.164603,22.0,246.0,100193.333333,100000.0,100480.0,2651.857143,2613.0,2690.0,6784.642857,6251.0,7259.0
11.0,1685853798755.0,,,1,,4,8,6.28,,195.180048,0.0,710.0,100990.9375,100900.0,101110.0,2789.533333,2755.0,2836.0,4403.769231,4223.0,4549.0
11.0,1685976350510.0,,,,,5,140,2.1500000000000004,,238.275772,0.0,1287.0,101113.625,101000.0,101200.0,2956.192308,2929.0,2993.0,5609.384615,5364.0,5839.0
13.0,1686065013606.0,5,3,2,4,1,115,,7,126.045433,41.0,375.0,100210.151515,100100.0,100450.0,2840.277778,2728.0,2909.0,5487.142857,5024.0,5573.0
13.0,1686400426446.0,,,,,,,,,,,,,,,,,,,,
6.0,1686500388810.0,,,,,,,,,,,,,,,,,,,,
19.0,1686575891188.0,,,,,,,,,,,,,,,,,,,,
11.0,1684321700809.0,,,2,1,,,,,170.10697,0.0,541.0,101239.351852,101190.0,101340.0,2755.607143,2645.0,2806.0,3915.384615,3805.0,4190.0
14.0,1684329127479.0,6,,,,,33,6.19,,61.137778,0.0,356.0,101290.606061,101200.0,101380.0,2629.538462,2610.0,2643.0,5377.571429,5115.0,5461.0
4.0,1684428249878.0,17,,,,,9,,1,71.263244,0.0,228.0,100892.416667,100800.0,101090.0,2508.266667,2443.0,2576.0,6066.0,5683.0,6471.0
5.0,1686026238849.0,1,,,1,,,,,75.324074,0.0,276.0,100634.75,100400.0,100900.0,2781.269231,2765.0,2817.0,5763.230769,5463.0,6074.0
4.0,1686047475450.0,13,,,1,,,,2,116.388823,20.0,261.0,100807.698413,100600.0,101020.0,2669.125,2615.0,2704.0,5738.615385,5347.0,6001.0
15.0,1686580545908.0,,,,,,,,,,,,,,,,,,,,
11.0,1683630746592.0,,,,,,,,,,,,,,,,,,,,
15.0,1683730809646.0,,,,,,,,,,,,,,,,,,,,
7.0,1683887717887.0,3,,3,1,3,47,5.69,,65.959524,0.0,345.0,101593.921569,101500.0,101640.0,2412.214286,2400.0,2424.0,7233.428571,7151.0,7300.0
8.0,1684160391480.0,39,,,,,64,,,84.279487,0.0,203.0,100150.0,100000.0,100250.0,2342.333333,2201.0,2404.0,4852.846154,4447.0,5188.0
13.0,1684235682813.0,2,127,2,1,,44,,,68.725,8.0,232.0,100721.578947,100600.0,100930.0,2830.038462,2790.0,2875.0,5313.807692,4592.0,5676.0
17.0,1684422662579.0,6,,1,2,,91,2.2400000000000007,,46.703509,0.0,128.0,100670.789474,100600.0,100850.0,2617.692308,2576.0,2717.0,5684.1875,5210.0,6883.0
3.0,1685692678097.0,108,,,5,,40,,,133.718078,18.0,321.0,100109.047619,100000.0,100220.0,2772.9,2598.0,2872.0,6286.818182,5566.0,6983.0
1.0,1685751599919.0,,,,2,,,4.07,,1.452381,0.0,10.0,99758.245614,99600.0,100070.0,2684.125,2538.0,2743.0,5678.0,5152.0,6006.0
8.0,1685816395552.0,2,9,,,1,2,,,148.201949,10.0,997.0,100184.541667,100000.0,100360.0,2434.0625,2342.0,2507.0,5010.866667,4850.0,5224.0
11.0,1686142950018.0,,,1,,,78,0.0,,197.554545,17.0,367.0,,,,,,,,,
3.0,1686402261635.0,,,,,,,,,,,,,,,,,,,,
1.0,1686572687896.0,,,,,,,,,,,,,,,,,,,,
7.0,1686667181012.0,,,,,,,,,,,,,,,,,,,,
8.0,1683997016838.0,,,,,,,,,81.04359,16.0,143.0,100330.30303,100190.0,100550.0,2349.538462,2329.0,2366.0,5045.384615,4987.0,5147.0
8.0,1684083350544.0,33,11,,1,,36,,,59.395269,10.0,307.0,100049.5,99900.0,100220.0,2392.076923,2345.0,2416.0,4636.538462,4338.0,5183.0
7.0,1684151538296.0,3,,1,,,35,8.129999999999999,1,43.172222,0.0,343.0,100688.916667,100590.0,100800.0,2461.733333,2442.0,2479.0,7644.0,7596.0,7759.0
14.0,1684326432190.0,6,,,,,33,6.19,,61.137778,0.0,356.0,101290.606061,101200.0,101380.0,2629.538462,2610.0,2643.0,5377.571429,5115.0,5461.0
15.0,1684668388494.0,75,1,,,,150,5.970000000000001,2,67.547533,0.0,180.0,100974.953704,100900.0,101050.0,2751.53125,2685.0,2828.0,4878.642857,4758.0,5040.0
11.0,1685629643888.0,,2,3,,,,37.93000000000001,,154.035425,0.0,369.0,100755.039683,100600.0,100910.0,2797.266667,2750.0,2873.0,5427.071429,5217.0,5632.0
15.0,1685630931036.0,32,,,,,109,6.190000000000002,1,42.420162,0.0,201.0,100751.568627,100600.0,100900.0,2819.071429,2780.0,2889.0,5356.384615,5241.0,5445.0
11.0,1686054901837.0,,6,1,,4,42,0.0,,225.450256,0.0,1253.0,100774.444444,100600.0,101020.0,2845.572917,2671.0,2991.0,4707.666667,4473.0,5141.0
11.0,1686228901877.0,,,5,1,,146,38.79,,134.811084,0.0,357.0,100584.083333,100400.0,100700.0,2745.65625,2655.0,2893.0,5230.038462,4784.0,5912.0
12.0,1686485980208.0,,,,,,,,,,,,,,,,,,,,
4.0,1684043754388.0,38,,,,,35,,2,72.421569,0.0,239.0,100995.789474,100900.0,101090.0,2347.961538,2318.0,2371.0,6073.0,5546.0,6491.0
11.0,1684416819917.0,,,3,,,1,,,70.171296,0.0,292.0,101120.263158,101000.0,101250.0,2776.5,2679.0,2853.0,5155.821429,4278.0,6098.0
13.0,1684854042854.0,11,6,4,18,1,117,,1,139.126078,8.0,382.0,100700.555556,100500.0,101010.0,2835.84375,2756.0,2889.0,5514.033333,5137.0,6080.0
2.0,1684982646090.0,3,3,3,1,,8,,,46.864133,0.0,323.0,100553.44697,100100.0,101000.0,2744.535714,2658.0,2868.0,5746.75,4902.0,6898.0
12.0,1685104826931.0,,,,,,72,,2,161.155787,0.0,415.0,101527.916667,101400.0,101630.0,2843.590909,2810.0,2879.0,4459.2,4186.0,5073.0
4.0,1685109330442.0,1,,,1,,11,,,97.871429,0.0,251.0,101706.833333,101600.0,101840.0,2564.909091,2525.0,2608.0,5696.625,5012.0,6051.0
20.0,1685244002720.0,,,,,,,,,20.239583,0.0,52.0,100964.313725,100900.0,101100.0,2512.6875,2474.0,2588.0,6514.5,6358.0,6681.0
11.0,1685364925522.0,,,1,,,,6.37,,60.221429,0.0,167.0,100957.916667,100800.0,101130.0,2602.666667,2579.0,2685.0,5943.384615,5854.0,6560.0
3.0,1685635988142.0,20,,,1,,24,,,166.530201,76.0,278.0,100265.795455,100100.0,100550.0,2857.142857,2828.0,2886.0,7070.230769,6969.0,7149.0
11.0,1685892180429.0,,6,3,2,4,88,6.4,,142.226695,0.0,227.0,100932.5,100800.0,101110.0,2854.245098,2730.0,2929.0,4713.571429,4383.0,5317.0
11.0,1686048215279.0,,6,1,,4,42,0.0,,225.450256,0.0,1253.0,100774.444444,100600.0,101020.0,2845.572917,2671.0,2991.0,4707.666667,4473.0,5141.0
7.0,1686226360136.0,4,,2,4,3,25,7.87,,56.183333,0.0,318.0,100514.015152,100300.0,100630.0,2311.547619,2163.0,2510.0,5610.019298,4194.0,6782.0
5.0,1683605656274.0,,,,,,,,,,,,,,,,,,,,
8.0,1684353193463.0,4,9,,,,4,,,92.865825,21.0,901.0,100506.969697,100300.0,100670.0,2492.607143,2429.0,2532.0,4913.923077,4625.0,5261.0
20.0,1684994786721.0,38,,5,7,,,,,79.552688,0.0,375.0,101256.587302,101180.0,101390.0,2415.321429,2367.0,2465.0,4727.0625,4432.0,5207.0
5.0,1685243977681.0,6,,,1,1,,,,4.708791,0.0,62.0,101182.541667,101000.0,101350.0,2545.980392,2351.0,2720.0,6737.285714,6605.0,6919.0
11.0,1686302381500.0,,,,,2,34,6.5600000000000005,,100.097362,0.0,370.0,100259.333333,100200.0,100390.0,2941.1,2928.0,2967.0,5862.9,5774.0,5927.0
15.0,1686322428865.0,44,5,,,,114,10.98,,27.797619,0.0,172.0,100271.904762,100200.0,100390.0,2876.5,2824.0,2982.0,5693.3,5428.0,5940.0
20.0,1683877687567.0,33,,6,2,,,,11,120.69697,0.0,403.0,101402.916667,101300.0,101450.0,2244.352941,2179.0,2350.0,4412.714286,4180.0,4782.0
7.0,1683992696876.0,,1,2,,,40,8.24,1,168.026042,0.0,317.0,100852.25,100700.0,101070.0,2480.615385,2449.0,2509.0,7610.846154,7443.0,7700.0
7.0,1684057977923.0,6,2,1,,1,76,8.11,1,88.172727,0.0,336.0,100855.438596,100770.0,100920.0,2461.615385,2445.0,2489.0,7500.692308,7427.0,7595.0
